"Age";"Sex";"Employment_Status";"Education_Level"
44;"Male";"Employed";"Master's Degree"
44;"Male";"Student";"High School"
66;"Female";"Unemployed";"Associate's Degree"
42;"Female";"Retired";"PhD"
45;"Male";"Student";"Bachelor's Degree"
45;"Female";"Employed";"PhD"
71;"Male";"Unemployed";"Associate's Degree"
30;"Female";"Student";"Associate's Degree"
32;"Female";"Student";"PhD"
61;"Female";"Unemployed";"Associate's Degree"
58;"Female";"Employed";"PhD"
68;"Female";"Employed";"High School"
68;"Female";"Retired";"Associate's Degree"
48;"Female";"Employed";"Bachelor's Degree"
55;"Female";"Unemployed";"Master's Degree"
30;"Female";"Student";"High School"
58;"Female";"Student";"High School"
28;"Male";"Unemployed";"PhD"
74;"Male";"Employed";"High School"
63;"Male";"Student";"PhD"
68;"Female";"Student";"PhD"
77;"Male";"Retired";"PhD"
79;"Female";"Student";"Associate's Degree"
70;"Female";"Retired";"Associate's Degree"
72;"Male";"Retired";"Bachelor's Degree"
67;"Male";"Student";"Bachelor's Degree"
39;"Female";"Retired";"High School"
41;"Female";"Retired";"Associate's Degree"
70;"Female";"Unemployed";"PhD"
62;"Male";"Employed";"PhD"
29;"Male";"Employed";"Associate's Degree"
68;"Female";"Unemployed";"PhD"
61;"Female";"Retired";"PhD"
43;"Female";"Employed";"High School"
70;"Female";"Unemployed";"Bachelor's Degree"
37;"Female";"Retired";"PhD"
53;"Female";"Unemployed";"Bachelor's Degree"
78;"Male";"Unemployed";"Associate's Degree"
45;"Male";"Employed";"Master's Degree"
72;"Female";"Employed";"High School"
76;"Male";"Student";"PhD"
33;"Male";"Employed";"High School"
66;"Male";"Retired";"Master's Degree"
61;"Female";"Retired";"High School"
19;"Female";"Student";"PhD"
54;"Female";"Employed";"High School"
36;"Male";"Employed";"High School"
30;"Male";"Employed";"High School"
56;"Female";"Employed";"PhD"
47;"Male";"Unemployed";"PhD"
73;"Male";"Employed";"Master's Degree"
22;"Male";"Student";"Master's Degree"
24;"Male";"Student";"Bachelor's Degree"
33;"Female";"Unemployed";"Bachelor's Degree"
61;"Male";"Employed";"Associate's Degree"
60;"Female";"Employed";"High School"
36;"Female";"Employed";"Master's Degree"
55;"Female";"Unemployed";"Associate's Degree"
73;"Female";"Retired";"Bachelor's Degree"
43;"Male";"Student";"PhD"
61;"Female";"Retired";"Associate's Degree"
62;"Male";"Unemployed";"PhD"
55;"Male";"Retired";"Master's Degree"
27;"Female";"Retired";"Associate's Degree"
57;"Female";"Retired";"High School"
27;"Male";"Unemployed";"Master's Degree"
55;"Male";"Unemployed";"High School"
44;"Female";"Student";"PhD"
68;"Male";"Unemployed";"Master's Degree"
46;"Female";"Employed";"Bachelor's Degree"
47;"Female";"Student";"High School"
40;"Male";"Retired";"PhD"
66;"Male";"Retired";"Associate's Degree"
71;"Female";"Unemployed";"Associate's Degree"
38;"Female";"Retired";"Associate's Degree"
19;"Female";"Unemployed";"Bachelor's Degree"
40;"Female";"Student";"Bachelor's Degree"
36;"Female";"Student";"PhD"
36;"Male";"Unemployed";"Master's Degree"
69;"Female";"Retired";"High School"
30;"Female";"Student";"High School"
50;"Male";"Student";"Master's Degree"
55;"Male";"Employed";"Bachelor's Degree"
54;"Female";"Retired";"PhD"
67;"Female";"Student";"Associate's Degree"
24;"Male";"Retired";"Master's Degree"
43;"Female";"Employed";"Bachelor's Degree"
34;"Female";"Retired";"Associate's Degree"
64;"Male";"Retired";"PhD"
54;"Female";"Retired";"High School"
54;"Female";"Unemployed";"PhD"
49;"Female";"Unemployed";"Associate's Degree"
76;"Male";"Retired";"High School"
62;"Male";"Student";"High School"
57;"Male";"Unemployed";"PhD"
68;"Female";"Unemployed";"Bachelor's Degree"
50;"Female";"Unemployed";"PhD"
53;"Female";"Unemployed";"High School"
73;"Male";"Unemployed";"Associate's Degree"
67;"Female";"Unemployed";"Bachelor's Degree"
21;"Male";"Unemployed";"PhD"
57;"Male";"Employed";"High School"
45;"Male";"Retired";"PhD"
73;"Male";"Employed";"PhD"
38;"Male";"Student";"Bachelor's Degree"
71;"Male";"Employed";"High School"
72;"Female";"Employed";"PhD"
74;"Female";"Student";"High School"
40;"Female";"Unemployed";"High School"
53;"Male";"Unemployed";"Master's Degree"
35;"Female";"Retired";"Bachelor's Degree"
63;"Female";"Student";"Associate's Degree"
45;"Female";"Employed";"Associate's Degree"
48;"Male";"Retired";"Bachelor's Degree"
29;"Male";"Unemployed";"Associate's Degree"
28;"Female";"Student";"High School"
41;"Female";"Employed";"PhD"
47;"Female";"Employed";"Master's Degree"
28;"Female";"Retired";"Bachelor's Degree"
79;"Male";"Retired";"PhD"
41;"Male";"Student";"Bachelor's Degree"
34;"Female";"Retired";"Bachelor's Degree"
40;"Male";"Retired";"High School"
51;"Male";"Retired";"Associate's Degree"
27;"Female";"Unemployed";"High School"
71;"Female";"Retired";"Associate's Degree"
21;"Female";"Retired";"PhD"
23;"Female";"Retired";"High School"
27;"Female";"Student";"PhD"
36;"Male";"Student";"Master's Degree"
77;"Male";"Employed";"PhD"
55;"Male";"Employed";"Master's Degree"
76;"Male";"Student";"Bachelor's Degree"
58;"Male";"Student";"Bachelor's Degree"
45;"Male";"Retired";"PhD"
77;"Female";"Employed";"Bachelor's Degree"
73;"Female";"Retired";"Bachelor's Degree"
65;"Female";"Retired";"PhD"
62;"Male";"Retired";"Master's Degree"
26;"Male";"Unemployed";"Associate's Degree"
80;"Male";"Unemployed";"PhD"
24;"Male";"Unemployed";"Bachelor's Degree"
68;"Male";"Employed";"High School"
41;"Male";"Employed";"PhD"
59;"Female";"Student";"High School"
35;"Female";"Employed";"High School"
41;"Female";"Unemployed";"High School"
73;"Male";"Retired";"Bachelor's Degree"
25;"Female";"Unemployed";"Associate's Degree"
77;"Female";"Retired";"Associate's Degree"
33;"Female";"Retired";"Bachelor's Degree"
77;"Female";"Retired";"PhD"
64;"Female";"Student";"Associate's Degree"
35;"Male";"Retired";"Bachelor's Degree"
46;"Female";"Student";"High School"
78;"Female";"Retired";"PhD"
66;"Male";"Retired";"PhD"
79;"Female";"Unemployed";"High School"
42;"Female";"Student";"Master's Degree"
33;"Female";"Employed";"PhD"
22;"Male";"Employed";"Master's Degree"
40;"Male";"Unemployed";"Associate's Degree"
20;"Male";"Employed";"High School"
23;"Female";"Employed";"High School"
73;"Female";"Retired";"High School"
42;"Female";"Student";"Master's Degree"
36;"Female";"Unemployed";"High School"
28;"Male";"Employed";"Associate's Degree"
60;"Male";"Unemployed";"Bachelor's Degree"
29;"Male";"Retired";"PhD"
50;"Male";"Employed";"Associate's Degree"
79;"Female";"Student";"Master's Degree"
25;"Male";"Employed";"PhD"
24;"Male";"Unemployed";"Bachelor's Degree"
32;"Female";"Unemployed";"PhD"
54;"Female";"Employed";"Master's Degree"
52;"Female";"Student";"Bachelor's Degree"
24;"Male";"Unemployed";"Bachelor's Degree"
30;"Male";"Retired";"PhD"
37;"Male";"Unemployed";"High School"
26;"Male";"Employed";"High School"
70;"Male";"Unemployed";"PhD"
29;"Male";"Retired";"PhD"
31;"Female";"Retired";"High School"
74;"Female";"Student";"Master's Degree"
56;"Female";"Retired";"High School"
45;"Male";"Retired";"PhD"
26;"Male";"Student";"Bachelor's Degree"
49;"Female";"Employed";"High School"
74;"Female";"Student";"Associate's Degree"
72;"Female";"Student";"Associate's Degree"
53;"Male";"Employed";"Associate's Degree"
36;"Female";"Employed";"Bachelor's Degree"
58;"Female";"Employed";"High School"
51;"Female";"Employed";"High School"
78;"Female";"Employed";"Master's Degree"
73;"Male";"Employed";"High School"
66;"Male";"Retired";"High School"
29;"Male";"Retired";"Bachelor's Degree"
31;"Female";"Unemployed";"High School"
27;"Female";"Unemployed";"Associate's Degree"
56;"Male";"Unemployed";"High School"
33;"Female";"Student";"Associate's Degree"
51;"Female";"Unemployed";"PhD"
27;"Female";"Employed";"Bachelor's Degree"
68;"Female";"Unemployed";"Bachelor's Degree"
19;"Female";"Employed";"Master's Degree"
38;"Female";"Unemployed";"High School"
25;"Female";"Student";"Master's Degree"
50;"Female";"Employed";"PhD"
50;"Male";"Student";"Master's Degree"
32;"Male";"Unemployed";"Master's Degree"
41;"Male";"Retired";"Associate's Degree"
35;"Female";"Retired";"Associate's Degree"
73;"Female";"Student";"High School"
52;"Male";"Retired";"PhD"
33;"Male";"Retired";"PhD"
21;"Female";"Employed";"Associate's Degree"
56;"Male";"Student";"Associate's Degree"
51;"Male";"Retired";"Master's Degree"
79;"Male";"Unemployed";"Associate's Degree"
63;"Female";"Unemployed";"High School"
45;"Female";"Retired";"Associate's Degree"
53;"Female";"Employed";"Master's Degree"
66;"Male";"Student";"Master's Degree"
36;"Male";"Employed";"High School"
40;"Male";"Unemployed";"Associate's Degree"
25;"Male";"Unemployed";"PhD"
36;"Female";"Student";"High School"
24;"Male";"Student";"PhD"
29;"Female";"Retired";"Bachelor's Degree"
19;"Male";"Student";"High School"
35;"Male";"Student";"PhD"
74;"Female";"Unemployed";"PhD"
65;"Female";"Student";"Master's Degree"
75;"Male";"Employed";"High School"
40;"Male";"Student";"Bachelor's Degree"
66;"Female";"Retired";"High School"
28;"Male";"Unemployed";"High School"
19;"Female";"Retired";"PhD"
76;"Female";"Unemployed";"PhD"
63;"Male";"Employed";"Associate's Degree"
42;"Male";"Unemployed";"High School"
42;"Male";"Student";"PhD"
34;"Female";"Unemployed";"High School"
39;"Female";"Employed";"PhD"
30;"Male";"Employed";"High School"
39;"Male";"Unemployed";"PhD"
42;"Male";"Employed";"Bachelor's Degree"
72;"Female";"Employed";"High School"
26;"Male";"Retired";"PhD"
64;"Female";"Retired";"Bachelor's Degree"
77;"Male";"Retired";"Bachelor's Degree"
52;"Female";"Unemployed";"PhD"
41;"Male";"Employed";"High School"
75;"Male";"Employed";"Bachelor's Degree"
55;"Male";"Student";"High School"
59;"Female";"Employed";"Associate's Degree"
29;"Male";"Employed";"PhD"
32;"Female";"Unemployed";"Master's Degree"
58;"Male";"Employed";"Bachelor's Degree"
74;"Male";"Unemployed";"Bachelor's Degree"
32;"Male";"Student";"Bachelor's Degree"
53;"Female";"Employed";"Master's Degree"
42;"Male";"Student";"Master's Degree"
58;"Male";"Employed";"Associate's Degree"
22;"Female";"Unemployed";"High School"
31;"Male";"Retired";"Master's Degree"
34;"Male";"Unemployed";"High School"
19;"Male";"Unemployed";"High School"
68;"Male";"Student";"Master's Degree"
54;"Male";"Employed";"High School"
41;"Female";"Student";"PhD"
28;"Male";"Student";"PhD"
50;"Male";"Student";"Associate's Degree"
24;"Male";"Employed";"Associate's Degree"
32;"Female";"Employed";"PhD"
43;"Female";"Retired";"High School"
54;"Female";"Employed";"Bachelor's Degree"
40;"Female";"Employed";"Master's Degree"
28;"Male";"Student";"Bachelor's Degree"
65;"Female";"Unemployed";"Bachelor's Degree"
42;"Male";"Employed";"Associate's Degree"
27;"Female";"Employed";"Associate's Degree"
51;"Female";"Student";"High School"
45;"Female";"Unemployed";"Associate's Degree"
23;"Female";"Employed";"High School"
29;"Female";"Retired";"Bachelor's Degree"
36;"Female";"Unemployed";"PhD"
61;"Female";"Retired";"High School"
52;"Male";"Employed";"Associate's Degree"
25;"Male";"Unemployed";"Master's Degree"
72;"Male";"Retired";"High School"
45;"Female";"Retired";"High School"
62;"Male";"Employed";"Bachelor's Degree"
65;"Male";"Employed";"Master's Degree"
19;"Male";"Student";"Associate's Degree"
79;"Male";"Retired";"Associate's Degree"
30;"Female";"Unemployed";"Master's Degree"
62;"Female";"Unemployed";"High School"
70;"Male";"Employed";"Associate's Degree"
55;"Male";"Unemployed";"Master's Degree"
36;"Male";"Employed";"PhD"
48;"Female";"Retired";"Bachelor's Degree"
28;"Female";"Retired";"Master's Degree"
61;"Female";"Student";"PhD"
28;"Female";"Retired";"Bachelor's Degree"
46;"Female";"Employed";"Associate's Degree"
50;"Female";"Unemployed";"Associate's Degree"
44;"Male";"Employed";"PhD"
42;"Female";"Employed";"PhD"
25;"Male";"Student";"Bachelor's Degree"
74;"Female";"Unemployed";"Associate's Degree"
50;"Male";"Retired";"Bachelor's Degree"
45;"Male";"Employed";"PhD"
73;"Female";"Retired";"PhD"
57;"Female";"Unemployed";"PhD"
80;"Female";"Retired";"PhD"
76;"Female";"Unemployed";"Associate's Degree"
61;"Male";"Unemployed";"Associate's Degree"
25;"Male";"Unemployed";"High School"
33;"Female";"Retired";"Bachelor's Degree"
27;"Female";"Employed";"Associate's Degree"
32;"Male";"Retired";"Bachelor's Degree"
59;"Female";"Retired";"High School"
41;"Female";"Employed";"High School"
57;"Male";"Retired";"Bachelor's Degree"
45;"Female";"Employed";"PhD"
57;"Male";"Student";"Bachelor's Degree"
19;"Male";"Unemployed";"PhD"
63;"Female";"Retired";"High School"
35;"Male";"Student";"Bachelor's Degree"
28;"Male";"Retired";"High School"
19;"Male";"Retired";"Master's Degree"
77;"Male";"Employed";"High School"
36;"Female";"Student";"PhD"
65;"Female";"Retired";"High School"
19;"Male";"Student";"Master's Degree"
74;"Male";"Employed";"PhD"
58;"Female";"Employed";"Associate's Degree"
40;"Male";"Employed";"High School"
22;"Female";"Student";"High School"
75;"Female";"Retired";"Master's Degree"
23;"Male";"Employed";"Associate's Degree"
67;"Male";"Student";"Master's Degree"
34;"Male";"Employed";"Master's Degree"
44;"Female";"Unemployed";"Associate's Degree"
29;"Female";"Employed";"High School"
32;"Male";"Student";"Associate's Degree"
51;"Male";"Retired";"PhD"
31;"Male";"Employed";"Associate's Degree"
19;"Female";"Employed";"Bachelor's Degree"
33;"Female";"Retired";"Master's Degree"
32;"Female";"Student";"Associate's Degree"
78;"Female";"Employed";"Associate's Degree"
27;"Female";"Employed";"High School"
76;"Female";"Employed";"High School"
70;"Female";"Unemployed";"High School"
41;"Female";"Employed";"Bachelor's Degree"
44;"Female";"Retired";"High School"
20;"Female";"Unemployed";"Master's Degree"
51;"Female";"Retired";"PhD"
60;"Female";"Unemployed";"PhD"
57;"Male";"Retired";"PhD"
76;"Female";"Student";"Associate's Degree"
47;"Female";"Employed";"Associate's Degree"
33;"Male";"Employed";"Master's Degree"
26;"Female";"Unemployed";"High School"
74;"Male";"Student";"Associate's Degree"
64;"Female";"Student";"Master's Degree"
30;"Male";"Unemployed";"Associate's Degree"
72;"Female";"Retired";"Associate's Degree"
44;"Male";"Student";"Bachelor's Degree"
35;"Female";"Employed";"Associate's Degree"
64;"Male";"Student";"High School"
61;"Female";"Unemployed";"PhD"
70;"Male";"Retired";"Master's Degree"
26;"Male";"Unemployed";"Associate's Degree"
78;"Male";"Employed";"High School"
52;"Male";"Student";"High School"
62;"Female";"Employed";"Master's Degree"
75;"Female";"Retired";"PhD"
26;"Female";"Student";"Master's Degree"
79;"Male";"Employed";"PhD"
65;"Female";"Employed";"High School"
22;"Female";"Unemployed";"Associate's Degree"
57;"Female";"Student";"High School"
45;"Male";"Retired";"Associate's Degree"
79;"Female";"Employed";"Bachelor's Degree"
35;"Female";"Student";"Master's Degree"
23;"Male";"Employed";"Bachelor's Degree"
57;"Male";"Retired";"Associate's Degree"
60;"Male";"Employed";"PhD"
60;"Male";"Employed";"Master's Degree"
39;"Female";"Retired";"Master's Degree"
77;"Male";"Employed";"Bachelor's Degree"
43;"Female";"Retired";"Master's Degree"
55;"Female";"Employed";"Master's Degree"
53;"Male";"Retired";"PhD"
32;"Female";"Unemployed";"Master's Degree"
66;"Female";"Retired";"Associate's Degree"
44;"Female";"Employed";"High School"
25;"Male";"Student";"Master's Degree"
74;"Female";"Employed";"Master's Degree"
39;"Female";"Employed";"Bachelor's Degree"
60;"Male";"Student";"Bachelor's Degree"
71;"Female";"Retired";"PhD"
67;"Female";"Student";"High School"
42;"Female";"Student";"Associate's Degree"
31;"Male";"Student";"PhD"
61;"Female";"Retired";"High School"
25;"Female";"Employed";"Bachelor's Degree"
20;"Female";"Unemployed";"High School"
59;"Male";"Retired";"High School"
36;"Male";"Retired";"PhD"
48;"Male";"Retired";"Master's Degree"
61;"Male";"Employed";"Master's Degree"
63;"Male";"Student";"Bachelor's Degree"
74;"Male";"Retired";"High School"
62;"Male";"Student";"PhD"
23;"Female";"Student";"PhD"
72;"Male";"Unemployed";"High School"
43;"Male";"Unemployed";"Associate's Degree"
46;"Female";"Student";"High School"
56;"Male";"Retired";"PhD"
38;"Female";"Student";"High School"
74;"Female";"Unemployed";"High School"
76;"Male";"Retired";"High School"
70;"Female";"Student";"High School"
21;"Female";"Unemployed";"Associate's Degree"
27;"Male";"Unemployed";"Master's Degree"
33;"Male";"Unemployed";"Bachelor's Degree"
72;"Male";"Retired";"Master's Degree"
33;"Male";"Student";"Associate's Degree"
52;"Male";"Unemployed";"Master's Degree"
68;"Female";"Student";"Bachelor's Degree"
68;"Female";"Student";"Associate's Degree"
56;"Male";"Student";"PhD"
47;"Female";"Student";"High School"
38;"Male";"Unemployed";"Associate's Degree"
44;"Male";"Unemployed";"Bachelor's Degree"
55;"Male";"Student";"Master's Degree"
78;"Male";"Student";"High School"
78;"Male";"Student";"PhD"
64;"Male";"Student";"PhD"
19;"Female";"Retired";"Master's Degree"
63;"Male";"Retired";"Bachelor's Degree"
53;"Male";"Retired";"Associate's Degree"
71;"Female";"Employed";"PhD"
71;"Female";"Retired";"PhD"
27;"Male";"Unemployed";"High School"
54;"Female";"Employed";"Bachelor's Degree"
61;"Female";"Employed";"Associate's Degree"
21;"Male";"Employed";"Bachelor's Degree"
52;"Female";"Student";"Associate's Degree"
24;"Male";"Retired";"High School"
28;"Female";"Student";"Bachelor's Degree"
71;"Male";"Unemployed";"PhD"
64;"Male";"Unemployed";"High School"
19;"Male";"Unemployed";"Bachelor's Degree"
58;"Male";"Employed";"Master's Degree"
30;"Male";"Employed";"Bachelor's Degree"
49;"Female";"Retired";"Master's Degree"
28;"Male";"Student";"High School"
40;"Female";"Student";"Master's Degree"
57;"Male";"Employed";"High School"
57;"Female";"Student";"Associate's Degree"
76;"Male";"Employed";"Bachelor's Degree"
23;"Female";"Student";"High School"
22;"Male";"Student";"Associate's Degree"
46;"Male";"Employed";"Bachelor's Degree"
58;"Male";"Student";"Associate's Degree"
58;"Female";"Student";"Bachelor's Degree"
54;"Male";"Student";"PhD"
65;"Male";"Employed";"Bachelor's Degree"
77;"Male";"Unemployed";"High School"
59;"Male";"Unemployed";"Associate's Degree"
18;"Female";"Student";"Bachelor's Degree"
27;"Female";"Student";"PhD"
19;"Female";"Student";"Bachelor's Degree"
52;"Male";"Unemployed";"Associate's Degree"
62;"Female";"Retired";"Associate's Degree"
80;"Male";"Retired";"High School"
56;"Female";"Retired";"Associate's Degree"
30;"Female";"Employed";"High School"
71;"Male";"Retired";"PhD"
45;"Female";"Retired";"PhD"
32;"Female";"Student";"Master's Degree"
23;"Female";"Unemployed";"High School"
78;"Male";"Retired";"PhD"
32;"Female";"Student";"Associate's Degree"
51;"Male";"Retired";"High School"
66;"Female";"Employed";"Bachelor's Degree"
52;"Female";"Student";"High School"
74;"Male";"Employed";"Bachelor's Degree"
67;"Male";"Student";"Master's Degree"
27;"Female";"Unemployed";"Master's Degree"
29;"Male";"Unemployed";"PhD"
25;"Female";"Unemployed";"Master's Degree"
25;"Female";"Student";"Associate's Degree"
77;"Female";"Employed";"PhD"
58;"Male";"Student";"High School"
21;"Male";"Retired";"Associate's Degree"
69;"Female";"Unemployed";"Associate's Degree"
32;"Female";"Employed";"PhD"
34;"Male";"Employed";"Bachelor's Degree"
44;"Male";"Employed";"Bachelor's Degree"
51;"Male";"Retired";"PhD"
44;"Female";"Retired";"Master's Degree"
24;"Male";"Student";"Bachelor's Degree"
44;"Male";"Student";"High School"
30;"Female";"Employed";"Bachelor's Degree"
25;"Female";"Unemployed";"High School"
42;"Male";"Retired";"Associate's Degree"
70;"Female";"Employed";"High School"
70;"Female";"Student";"Bachelor's Degree"
71;"Female";"Student";"Master's Degree"
43;"Male";"Student";"High School"
34;"Female";"Student";"Bachelor's Degree"
29;"Male";"Retired";"Associate's Degree"
62;"Male";"Employed";"PhD"
33;"Female";"Retired";"Master's Degree"
27;"Female";"Student";"PhD"
22;"Female";"Unemployed";"PhD"
64;"Female";"Unemployed";"High School"
23;"Male";"Retired";"High School"
38;"Female";"Employed";"High School"
34;"Male";"Unemployed";"High School"
43;"Female";"Employed";"High School"
54;"Male";"Unemployed";"Bachelor's Degree"
60;"Male";"Employed";"Associate's Degree"
48;"Female";"Unemployed";"Master's Degree"
65;"Male";"Retired";"Master's Degree"
29;"Female";"Employed";"Associate's Degree"
46;"Male";"Student";"High School"
60;"Female";"Unemployed";"Bachelor's Degree"
41;"Male";"Unemployed";"PhD"
25;"Female";"Employed";"Bachelor's Degree"
18;"Male";"Unemployed";"Associate's Degree"
40;"Male";"Unemployed";"Master's Degree"
52;"Female";"Employed";"PhD"
63;"Male";"Retired";"PhD"
79;"Male";"Retired";"Master's Degree"
27;"Female";"Employed";"PhD"
45;"Female";"Retired";"Master's Degree"
69;"Male";"Retired";"Master's Degree"
40;"Male";"Unemployed";"Master's Degree"
32;"Male";"Unemployed";"High School"
56;"Female";"Student";"Associate's Degree"
46;"Female";"Employed";"Master's Degree"
72;"Female";"Unemployed";"Master's Degree"
39;"Female";"Employed";"Master's Degree"
74;"Male";"Unemployed";"Associate's Degree"
33;"Female";"Retired";"High School"
48;"Male";"Retired";"Bachelor's Degree"
29;"Female";"Employed";"Master's Degree"
37;"Female";"Employed";"Bachelor's Degree"
26;"Male";"Employed";"Associate's Degree"
45;"Male";"Employed";"PhD"
20;"Male";"Employed";"PhD"
68;"Male";"Employed";"Master's Degree"
62;"Male";"Employed";"High School"
78;"Female";"Student";"Associate's Degree"
57;"Female";"Unemployed";"High School"
74;"Male";"Employed";"PhD"
77;"Male";"Employed";"PhD"
66;"Male";"Student";"Associate's Degree"
76;"Male";"Unemployed";"PhD"
21;"Male";"Retired";"PhD"
27;"Male";"Unemployed";"Master's Degree"
66;"Female";"Employed";"Bachelor's Degree"
27;"Male";"Student";"Associate's Degree"
22;"Female";"Employed";"Associate's Degree"
28;"Female";"Retired";"High School"
58;"Male";"Unemployed";"Bachelor's Degree"
29;"Female";"Retired";"PhD"
22;"Male";"Retired";"PhD"
41;"Male";"Employed";"Bachelor's Degree"
79;"Female";"Retired";"PhD"
21;"Female";"Retired";"Bachelor's Degree"
77;"Female";"Unemployed";"Associate's Degree"
51;"Male";"Student";"Master's Degree"
49;"Male";"Unemployed";"Bachelor's Degree"
18;"Female";"Unemployed";"Bachelor's Degree"
36;"Female";"Retired";"Associate's Degree"
65;"Male";"Retired";"PhD"
28;"Female";"Student";"PhD"
56;"Female";"Retired";"PhD"
46;"Male";"Student";"Bachelor's Degree"
44;"Female";"Retired";"Bachelor's Degree"
41;"Male";"Student";"Bachelor's Degree"
22;"Female";"Student";"Master's Degree"
19;"Male";"Student";"Bachelor's Degree"
58;"Female";"Retired";"Master's Degree"
43;"Male";"Student";"PhD"
70;"Female";"Employed";"High School"
45;"Female";"Retired";"Master's Degree"
64;"Female";"Retired";"Master's Degree"
23;"Male";"Unemployed";"Associate's Degree"
43;"Male";"Employed";"PhD"
45;"Female";"Retired";"Associate's Degree"
23;"Female";"Retired";"Bachelor's Degree"
72;"Female";"Employed";"Master's Degree"
76;"Male";"Employed";"PhD"
21;"Male";"Unemployed";"Bachelor's Degree"
39;"Female";"Student";"Bachelor's Degree"
32;"Male";"Unemployed";"Master's Degree"
23;"Female";"Student";"High School"
76;"Female";"Student";"PhD"
74;"Female";"Employed";"Associate's Degree"
20;"Female";"Student";"Associate's Degree"
38;"Male";"Student";"PhD"
78;"Female";"Unemployed";"Associate's Degree"
27;"Male";"Student";"High School"
54;"Male";"Retired";"Associate's Degree"
42;"Female";"Student";"PhD"
55;"Male";"Employed";"Associate's Degree"
45;"Male";"Retired";"PhD"
18;"Male";"Employed";"PhD"
52;"Female";"Retired";"Associate's Degree"
57;"Male";"Retired";"PhD"
19;"Male";"Unemployed";"Bachelor's Degree"
63;"Male";"Employed";"PhD"
36;"Male";"Retired";"Bachelor's Degree"
43;"Male";"Employed";"Master's Degree"
50;"Female";"Retired";"Bachelor's Degree"
40;"Male";"Employed";"Associate's Degree"
20;"Male";"Employed";"High School"
54;"Female";"Unemployed";"Associate's Degree"
41;"Female";"Employed";"Master's Degree"
78;"Female";"Unemployed";"PhD"
76;"Male";"Unemployed";"Master's Degree"
49;"Male";"Retired";"Associate's Degree"
30;"Female";"Unemployed";"Bachelor's Degree"
26;"Female";"Retired";"PhD"
34;"Male";"Retired";"Associate's Degree"
64;"Female";"Unemployed";"Bachelor's Degree"
31;"Female";"Retired";"PhD"
66;"Male";"Unemployed";"High School"
66;"Female";"Retired";"Associate's Degree"
48;"Female";"Employed";"Bachelor's Degree"
78;"Male";"Retired";"High School"
70;"Female";"Student";"Master's Degree"
25;"Male";"Retired";"PhD"
54;"Male";"Employed";"Master's Degree"
29;"Female";"Retired";"High School"
69;"Female";"Unemployed";"Associate's Degree"
37;"Female";"Retired";"High School"
22;"Male";"Retired";"Associate's Degree"
73;"Female";"Unemployed";"Associate's Degree"
74;"Male";"Student";"Bachelor's Degree"
67;"Male";"Unemployed";"PhD"
57;"Female";"Retired";"Associate's Degree"
68;"Male";"Student";"PhD"
52;"Male";"Student";"Associate's Degree"
22;"Female";"Unemployed";"Associate's Degree"
25;"Female";"Employed";"PhD"
61;"Female";"Retired";"Associate's Degree"
54;"Female";"Employed";"PhD"
72;"Male";"Student";"PhD"
43;"Male";"Retired";"PhD"
77;"Female";"Unemployed";"Associate's Degree"
42;"Male";"Student";"High School"
64;"Female";"Unemployed";"Master's Degree"
73;"Male";"Employed";"PhD"
59;"Female";"Student";"High School"
39;"Male";"Student";"PhD"
48;"Male";"Student";"High School"
71;"Male";"Employed";"High School"
69;"Female";"Student";"High School"
26;"Male";"Employed";"Master's Degree"
26;"Male";"Student";"Bachelor's Degree"
70;"Female";"Retired";"High School"
34;"Female";"Student";"PhD"
58;"Male";"Unemployed";"Master's Degree"
59;"Female";"Student";"PhD"
41;"Male";"Unemployed";"Bachelor's Degree"
54;"Female";"Retired";"Bachelor's Degree"
80;"Male";"Student";"Associate's Degree"
78;"Female";"Employed";"Associate's Degree"
28;"Female";"Retired";"Master's Degree"
49;"Female";"Retired";"High School"
33;"Female";"Employed";"Master's Degree"
63;"Female";"Employed";"Bachelor's Degree"
44;"Female";"Retired";"Master's Degree"
45;"Male";"Retired";"Associate's Degree"
74;"Female";"Student";"Associate's Degree"
48;"Male";"Employed";"High School"
31;"Male";"Employed";"Associate's Degree"
30;"Male";"Unemployed";"Master's Degree"
64;"Male";"Employed";"PhD"
31;"Male";"Retired";"Bachelor's Degree"
56;"Male";"Retired";"PhD"
48;"Female";"Unemployed";"PhD"
27;"Female";"Employed";"PhD"
46;"Male";"Unemployed";"Master's Degree"
45;"Female";"Unemployed";"Master's Degree"
26;"Male";"Unemployed";"Bachelor's Degree"
30;"Male";"Student";"Bachelor's Degree"
31;"Female";"Unemployed";"PhD"
65;"Female";"Retired";"Associate's Degree"
22;"Male";"Employed";"Master's Degree"
43;"Female";"Unemployed";"High School"
30;"Male";"Employed";"Bachelor's Degree"
31;"Male";"Unemployed";"Associate's Degree"
25;"Female";"Retired";"Associate's Degree"
24;"Female";"Employed";"Associate's Degree"
52;"Female";"Retired";"Bachelor's Degree"
76;"Female";"Student";"Associate's Degree"
62;"Female";"Retired";"High School"
74;"Female";"Unemployed";"Associate's Degree"
63;"Male";"Retired";"High School"
30;"Male";"Retired";"High School"
79;"Male";"Unemployed";"Associate's Degree"
74;"Male";"Retired";"Bachelor's Degree"
70;"Female";"Employed";"Bachelor's Degree"
62;"Female";"Employed";"PhD"
63;"Female";"Retired";"Bachelor's Degree"
35;"Male";"Retired";"Associate's Degree"
